Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
Credit,4,5,243.42,3235.67,Delivered,0,3,Apparel,Ottawa,Canada,Richard,1290,Allen,Corporate,Ottawa State,611 Main St,55603,30,Fashion,-14.242,-14.3274,USCA,Calgary,Canada,1290,48.08,0.05,160.26,0.2665,6,913.48,913.48,243.42,North America,Calgary Province,Complete,Winter Coat,160.26,Standard Class
Credit,4,2,-11.46,4363.27,On Hold,1,1,Furniture,Cairo,Egypt,Jennifer,1170,Flores,Corporate,Cairo State,621 Cedar St,12154,10,Office Supplies,22.1541,25.5161,Africa,Luxor,Egypt,1170,70.62,0.2,176.55,-0.0406,2,282.48,282.48,-11.46,West Africa,Luxor Province,On Hold,Filing Cabinet,176.55,First Class
Debit,4,3,28.25,2090.38,Shipped,0,5,Home & Kitchen,Takoradi,Ghana,Barbara,1022,Hill,Corporate,Takoradi State,836 Elm St,34957,50,Home,-47.7376,54.0541,Africa,Pretoria,South Africa,1022,71.52,0.1,102.17,0.0439,7,643.67,643.67,28.25,East Africa,Pretoria Province,Complete,Air Fryer,102.17,Second Class
Credit,4,2,-38.44,640.55,Delivered,1,1,Furniture,Montreal,Canada,Charles,1126,Young,Consumer,Montreal State,472 Cedar St,39038,10,Office Supplies,62.904,-155.2559,USCA,Ottawa,Canada,1126,211.87,0.15,156.94,-0.032,9,1200.59,1200.59,-38.44,North America,Ottawa Province,Complete,Filing Cabinet,156.94,First Class
Credit,2,3,22.18,6469.85,Delivered,0,8,Books,Naples,Italy,Mark,1464,Thomas,Consumer,Naples State,705 Pine St,72908,80,Media,0.1703,-48.0279,Europe,Seville,Spain,1464,10.13,0.05,22.51,0.1153,9,192.46,192.46,22.18,Southern Europe,Seville Province,Complete,Leadership 101,22.51,Second Class
Transfer,6,5,157.73,1063.96,Shipped,1,1,Furniture,Guangzhou,China,Jennifer,1516,Thomas,Home Office,Guangzhou State,996 Cedar St,36077,10,Office Supplies,14.991,50.9543,Pacific Asia,Daejeon,South Korea,1516,39.92,0.05,199.6,0.208,4,758.48,758.48,157.73,South Asia,Daejeon Province,Pending,Bookshelf Unit,199.6,Standard Class
Debit,5,1,109.92,5644.51,Delivered,1,3,Apparel,Perth,Australia,Sarah,1778,Wright,Consumer,Perth State,996 Pine St,28993,30,Fashion,-12.8103,73.3282,Pacific Asia,Daegu,South Korea,1778,23.87,0.05,68.2,0.2424,7,453.53,453.53,109.92,South Asia,Daegu Province,On Hold,Casual Sneakers,68.2,Same Day
Transfer,2,2,61.5,5818.35,Processing,0,5,Home & Kitchen,Madrid,Spain,Maria,1235,White,Corporate,Madrid State,727 Main St,80931,50,Home,69.2361,147.7582,Europe,Marseille,France,1235,20.97,0.05,69.91,0.1543,6,398.49,398.49,61.5,Western Europe,Marseille Province,Closed,Blender Pro,69.91,First Class
Debit,5,5,-25.7,6943.89,Shipped,0,10,Garden & Tools,Munich,Germany,Charles,1050,Wright,Home Office,Munich State,644 Pine St,22240,100,Hardware,46.3951,85.387,Europe,Lyon,France,1050,68.48,0.2,171.21,-0.0938,2,273.94,273.94,-25.7,Northern Europe,Lyon Province,Pending,Tool Set 128pc,171.21,Standard Class
Transfer,6,2,-0.15,7941.42,Processing,1,6,Health & Beauty,Phoenix,United States,Sandra,1439,Wright,Home Office,Phoenix State,585 Oak St,94819,60,Health,12.9652,-89.2175,USCA,Phoenix,United States,1439,75.8,0.25,37.9,-0.0007,8,227.4,227.4,-0.15,North America,Phoenix Province,Complete,Protein Powder 2lb,37.9,First Class
Debit,2,2,91.12,1781.45,Delivered,0,4,Sporting Goods,Nairobi,Kenya,Dorothy,1445,Scott,Corporate,Nairobi State,548 Oak St,34100,40,Sports,7.6788,97.3278,Africa,Kisumu,Kenya,1445,0.0,0.0,93.19,0.3259,3,279.57,279.57,91.12,East Africa,Kisumu Province,Complete,Running Shoes,93.19,First Class
Credit,5,2,91.63,6935.89,Shipped,1,4,Sporting Goods,La Serena,Chile,Charles,1592,Nguyen,Home Office,La Serena State,995 Main St,34884,40,Sports,-22.1467,-34.6664,LATAM,Bogotá,Colombia,1592,209.57,0.15,139.71,0.0772,10,1187.54,1187.54,91.63,Central America,Bogotá Province,Complete,Fitness Tracker,139.71,First Class
Transfer,3,3,7.01,5387.72,Delivered,0,8,Books,Bogotá,Colombia,Michael,1654,Allen,Consumer,Bogotá State,867 Elm St,64125,80,Media,40.1478,-89.0979,LATAM,Salvador,Brazil,1654,31.92,0.1,35.47,0.0244,9,287.31,287.31,7.01,South America,Salvador Province,Pending,Finance Fundamentals,35.47,Second Class
Credit,3,2,-65.35,5539.33,Delivered,0,7,Automotive,Vancouver,Canada,Jennifer,1733,Miller,Consumer,Vancouver State,525 Oak St,34696,70,Auto Parts,43.3639,19.9428,USCA,Toronto,Canada,1733,251.98,0.25,100.79,-0.0864,10,755.93,755.93,-65.35,North America,Toronto Province,Complete,Dash Cam HD,100.79,First Class
Transfer,4,3,64.8,6220.77,Delivered,0,5,Home & Kitchen,Nairobi,Kenya,Thomas,1574,King,Consumer,Nairobi State,78 Elm St,96556,50,Home,-24.7297,119.7082,Africa,Tamale,Ghana,1574,20.97,0.05,59.91,0.1627,7,398.4,398.4,64.8,West Africa,Tamale Province,Complete,Knife Set,59.91,Second Class
Debit,3,3,272.68,3070.84,Delivered,0,3,Apparel,Zaragoza,Spain,Mark,1143,Wright,Corporate,Zaragoza State,83 Elm St,15544,30,Fashion,-3.2915,-13.6836,Europe,Manchester,United Kingdom,1143,0.0,0.0,122.29,0.3185,7,856.03,856.03,272.68,Southern Europe,Manchester Province,Closed,Women's Blazer,122.29,Second Class
Debit,7,5,11.54,7255.72,Delivered,1,9,Toys & Games,Cape Coast,Ghana,Jessica,1169,Brown,Corporate,Cape Coast State,253 Pine St,25970,90,Toys,-53.7926,-27.2593,Africa,Johannesburg,South Africa,1169,19.4,0.1,96.98,0.0661,2,174.56,174.56,11.54,West Africa,Johannesburg Province,Complete,Educational Tablet,96.98,Standard Class
Transfer,9,5,-9.7,982.04,On Hold,1,9,Toys & Games,Glasgow,United Kingdom,Linda,1442,Wright,Consumer,Glasgow State,201 Oak St,77350,90,Toys,-44.484,-156.1844,Europe,Naples,Italy,1442,45.84,0.2,45.84,-0.0529,5,183.36,183.36,-9.7,Southern Europe,Naples Province,Closed,Board Game Premium,45.84,Standard Class
Transfer,6,2,77.47,3210.29,Delivered,1,10,Garden & Tools,Phoenix,United States,Karen,1670,Nelson,Corporate,Phoenix State,351 Pine St,62509,100,Hardware,-52.8247,168.9854,USCA,Ottawa,Canada,1670,97.88,0.1,326.25,0.0879,3,880.88,880.88,77.47,North America,Ottawa Province,Closed,Lawn Mower Electric,326.25,First Class
Transfer,4,3,58.29,3281.47,Shipped,0,4,Sporting Goods,Concepción,Chile,Charles,1449,Hill,Home Office,Concepción State,466 Elm St,15747,40,Sports,-21.4636,51.5196,LATAM,Antofagasta,Chile,1449,18.94,0.05,94.68,0.162,4,359.78,359.78,58.29,Central America,Antofagasta Province,Complete,Running Shoes,94.68,Second Class
Debit,1,2,13.04,6202.0,Shipped,0,4,Sporting Goods,Brisbane,Australia,Barbara,1215,Taylor,Corporate,Brisbane State,731 Oak St,74094,40,Sports,-18.7847,-51.4069,Pacific Asia,Busan,South Korea,1215,20.23,0.1,50.57,0.0716,4,182.05,182.05,13.04,Oceania,Busan Province,Complete,Bicycle Helmet,50.57,First Class
Debit,5,5,3.2,7553.72,Delivered,0,4,Sporting Goods,Perth,Australia,Jessica,1320,Scott,Corporate,Perth State,94 Cedar St,80471,40,Sports,20.0861,-75.661,Pacific Asia,Tokyo,Japan,1320,69.44,0.15,57.87,0.0081,8,393.52,393.52,3.2,East Asia,Tokyo Province,Complete,Bicycle Helmet,57.87,Standard Class
Credit,3,3,-526.39,4360.69,Delivered,0,2,Technology,Cologne,Germany,John,1422,Davis,Corporate,Cologne State,294 Main St,76444,20,Electronics,-31.0482,48.7279,Europe,Munich,Germany,1422,669.43,0.25,382.53,-0.2621,7,2008.28,2008.28,-526.39,Western Europe,Munich Province,Complete,Monitor 27in,382.53,Second Class
Credit,6,5,-7.62,3184.67,Delivered,0,8,Books,Monterrey,Mexico,Lisa,1388,Hill,Corporate,Monterrey State,739 Pine St,65549,80,Media,56.4128,119.5393,LATAM,Buenos Aires,Argentina,1388,14.26,0.2,35.65,-0.1336,2,57.04,57.04,-7.62,South America,Buenos Aires Province,Closed,Finance Fundamentals,35.65,Standard Class
Transfer,5,5,453.86,6668.63,Delivered,0,1,Furniture,Liverpool,United Kingdom,Barbara,1188,Brown,Consumer,Liverpool State,821 Oak St,41029,10,Office Supplies,42.7485,-161.0634,Europe,Birmingham,United Kingdom,1188,0.0,0.0,333.86,0.2719,5,1669.3,1669.3,453.86,Northern Europe,Birmingham Province,On Hold,Office Chair Pro,333.86,Standard Class
Debit,1,1,-2.72,7014.39,Processing,0,2,Technology,Fortaleza,Brazil,David,1138,Jackson,Corporate,Fortaleza State,474 Pine St,30631,20,Electronics,-11.8931,75.3426,LATAM,Cali,Colombia,1138,134.71,0.15,449.03,-0.0036,2,763.35,763.35,-2.72,Central America,Cali Province,Closed,Monitor 27in,449.03,Same Day
Debit,4,3,94.03,3795.14,Delivered,0,3,Apparel,Alexandria,Egypt,Ashley,1441,King,Home Office,Alexandria State,736 Pine St,87120,30,Fashion,11.06,35.1516,Africa,Kisumu,Kenya,1441,21.97,0.05,87.87,0.2253,5,417.38,417.38,94.03,West Africa,Kisumu Province,Complete,Men's Jacket,87.87,Second Class
Credit,6,5,-13.57,2170.14,Delivered,0,1,Furniture,Antofagasta,Chile,Anthony,1775,Nelson,Home Office,Antofagasta State,267 Elm St,21829,10,Office Supplies,-29.05,-128.4259,LATAM,Mendoza,Argentina,1775,29.98,0.2,149.92,-0.1131,1,119.94,119.94,-13.57,South America,Mendoza Province,Complete,Filing Cabinet,149.92,Standard Class
Transfer,2,2,319.92,2483.11,Delivered,0,4,Sporting Goods,Los Angeles,United States,Maria,1673,Miller,Consumer,Los Angeles State,747 Cedar St,41258,40,Sports,3.6002,-148.5825,USCA,Los Angeles,United States,1673,0.0,0.0,122.52,0.3264,8,980.16,980.16,319.92,North America,Los Angeles Province,Complete,Dumbbells Set,122.52,First Class
Credit,6,5,343.9,1281.8,Delivered,0,3,Apparel,Monterrey,Mexico,Robert,1006,Green,Consumer,Monterrey State,897 Main St,59823,30,Fashion,-23.8634,46.1327,LATAM,Antofagasta,Chile,1006,59.18,0.05,131.52,0.3058,9,1124.5,1124.5,343.9,Central America,Antofagasta Province,Complete,Women's Blazer,131.52,Standard Class
Transfer,4,3,58.06,1259.79,Delivered,1,7,Automotive,Marseille,France,Jennifer,1004,Williams,Corporate,Marseille State,109 Pine St,55082,70,Auto Parts,18.4844,104.4236,Europe,Milan,Italy,1004,12.69,0.05,36.27,0.2407,7,241.2,241.2,58.06,Northern Europe,Milan Province,Complete,Car Vacuum,36.27,Second Class
Debit,4,3,-28.16,6549.85,Delivered,0,10,Garden & Tools,London,United Kingdom,Linda,1238,Moore,Corporate,London State,551 Oak St,39188,100,Hardware,48.5268,87.101,Europe,Liverpool,United Kingdom,1238,66.64,0.15,111.06,-0.0746,4,377.6,377.6,-28.16,Southern Europe,Liverpool Province,Pending,Cordless Drill,111.06,Second Class
Debit,3,3,1.13,4816.59,Delivered,0,9,Toys & Games,Busan,South Korea,Sandra,1518,Garcia,Home Office,Busan State,837 Pine St,65288,90,Toys,22.0655,24.3568,Pacific Asia,Fukuoka,Japan,1518,7.69,0.15,51.3,0.0259,1,43.6,43.6,1.13,Oceania,Fukuoka Province,Complete,Board Game Premium,51.3,Second Class
Debit,1,1,40.63,4808.11,Delivered,0,9,Toys & Games,Calgary,Canada,Karen,1756,Green,Consumer,Calgary State,528 Main St,61299,90,Toys,-25.7592,30.9553,USCA,Vancouver,Canada,1756,32.58,0.1,81.46,0.1385,4,293.26,293.26,40.63,North America,Vancouver Province,Closed,RC Car,81.46,Same Day
Debit,1,1,121.84,1177.01,On Hold,0,9,Toys & Games,Chengdu,China,Barbara,1021,Wilson,Home Office,Chengdu State,507 Oak St,80678,90,Toys,-42.7995,148.0748,Pacific Asia,Mumbai,India,1021,0.0,0.0,77.67,0.3137,5,388.35,388.35,121.84,Oceania,Mumbai Province,Complete,RC Car,77.67,Same Day
Credit,3,2,28.58,1174.02,Delivered,0,8,Books,Vancouver,Canada,Dorothy,1175,Jones,Consumer,Vancouver State,743 Elm St,14847,80,Media,-21.8525,-155.1059,USCA,New York,United States,1175,0.0,0.0,20.38,0.1753,8,163.04,163.04,28.58,North America,New York Province,On Hold,Leadership 101,20.38,First Class
Credit,3,2,-139.3,2491.42,Shipped,0,1,Furniture,Mombasa,Kenya,David,1206,Allen,Home Office,Mombasa State,421 Cedar St,15276,10,Office Supplies,-54.1106,-123.4076,Africa,Alexandria,Egypt,1206,451.04,0.2,322.17,-0.0772,7,1804.15,1804.15,-139.3,East Africa,Alexandria Province,Complete,Office Chair Pro,322.17,First Class
Debit,1,1,564.94,252.1,Delivered,0,10,Garden & Tools,Toronto,Canada,Susan,1415,Flores,Corporate,Toronto State,197 Main St,62530,100,Hardware,-7.9675,-14.7768,USCA,Toronto,Canada,1415,0.0,0.0,347.0,0.2035,8,2776.0,2776.0,564.94,North America,Toronto Province,Pending,Lawn Mower Electric,347.0,Same Day
Debit,1,2,50.13,1884.37,Processing,0,9,Toys & Games,Melbourne,Australia,John,1198,Green,Home Office,Melbourne State,336 Pine St,62260,90,Toys,-43.0004,-44.0163,Pacific Asia,Mumbai,India,1198,53.59,0.1,59.54,0.1039,9,482.27,482.27,50.13,South Asia,Mumbai Province,On Hold,LEGO City Set,59.54,First Class
Debit,2,2,-3.37,7587.76,Delivered,0,6,Health & Beauty,Santiago,Chile,Betty,1412,Torres,Consumer,Santiago State,936 Pine St,94454,60,Health,-29.9492,166.1464,LATAM,Mendoza,Argentina,1412,49.75,0.25,19.9,-0.0226,10,149.25,149.25,-3.37,Central America,Mendoza Province,Complete,Vitamin C 1000mg,19.9,First Class
Debit,3,2,-59.24,7113.97,Delivered,1,4,Sporting Goods,Manchester,United Kingdom,Michael,1438,Flores,Consumer,Manchester State,717 Pine St,36738,40,Sports,37.9672,-159.0158,Europe,Toulouse,France,1438,89.69,0.3,33.22,-0.2831,9,209.29,209.29,-59.24,Southern Europe,Toulouse Province,Complete,Yoga Mat,33.22,First Class
Transfer,5,2,4.82,1668.01,Delivered,1,10,Garden & Tools,Buenos Aires,Argentina,Patricia,1236,White,Consumer,Buenos Aires State,797 Oak St,94085,100,Hardware,67.1833,49.5995,LATAM,Fortaleza,Brazil,1236,17.32,0.1,173.15,0.0309,1,155.84,155.84,4.82,Central America,Fortaleza Province,Complete,Tool Set 128pc,173.15,First Class
Transfer,1,1,11.11,5441.31,Shipped,0,9,Toys & Games,Nagoya,Japan,Donald,1243,Jones,Home Office,Nagoya State,543 Oak St,64206,90,Toys,-20.9349,-149.2744,Pacific Asia,Hyderabad,India,1243,0.0,0.0,24.31,0.2284,2,48.62,48.62,11.11,East Asia,Hyderabad Province,Complete,Puzzle 1000pc,24.31,Same Day
Credit,2,1,52.94,3938.34,Delivered,0,8,Books,Madrid,Spain,Mark,1038,Thomas,Home Office,Madrid State,575 Oak St,66333,80,Media,-43.4321,-65.1922,Europe,Naples,Italy,1038,0.0,0.0,21.32,0.2483,10,213.2,213.2,52.94,Northern Europe,Naples Province,Complete,Leadership 101,21.32,Same Day
Transfer,6,2,180.16,7395.6,Delivered,1,4,Sporting Goods,Melbourne,Australia,Nancy,1395,Adams,Corporate,Melbourne State,680 Main St,39131,40,Sports,-13.8132,83.0314,Pacific Asia,Adelaide,Australia,1395,0.0,0.0,137.6,0.3273,4,550.4,550.4,180.16,East Asia,Adelaide Province,Complete,Fitness Tracker,137.6,First Class
Credit,1,2,-228.21,6385.34,Shipped,0,1,Furniture,Hyderabad,India,Linda,1113,Miller,Consumer,Hyderabad State,815 Cedar St,57953,10,Office Supplies,9.0108,140.5856,Pacific Asia,Chengdu,China,1113,366.21,0.3,203.45,-0.2671,6,854.49,854.49,-228.21,Oceania,Chengdu Province,Complete,Bookshelf Unit,203.45,First Class
Credit,5,1,48.15,2256.78,Delivered,1,8,Books,Port Elizabeth,South Africa,Karen,1694,Green,Consumer,Port Elizabeth State,98 Elm St,78389,80,Media,3.5977,168.5259,Africa,Lagos,Nigeria,1694,0.0,0.0,37.79,0.182,7,264.53,264.53,48.15,West Africa,Lagos Province,Complete,Python Programming,37.79,Same Day
Credit,2,1,21.6,1496.72,Delivered,0,8,Books,Antofagasta,Chile,Susan,1732,Flores,Consumer,Antofagasta State,23 Oak St,77917,80,Media,-23.4157,94.7947,LATAM,Tijuana,Mexico,1732,0.0,0.0,38.19,0.1885,3,114.57,114.57,21.6,South America,Tijuana Province,Closed,Finance Fundamentals,38.19,Same Day
Transfer,5,5,-30.16,5626.37,Delivered,0,9,Toys & Games,Seville,Spain,James,1657,Taylor,Corporate,Seville State,401 Pine St,79501,90,Toys,28.7739,-156.054,Europe,London,United Kingdom,1657,66.05,0.2,110.08,-0.1142,3,264.19,264.19,-30.16,Northern Europe,London Province,Closed,Educational Tablet,110.08,Standard Class
Credit,6,2,7.46,4610.79,Delivered,1,9,Toys & Games,Fortaleza,Brazil,Anthony,1377,Brown,Corporate,Fortaleza State,898 Cedar St,55071,90,Toys,54.1262,-80.1935,LATAM,Concepción,Chile,1377,7.49,0.1,74.92,0.1106,1,67.43,67.43,7.46,Central America,Concepción Province,Complete,RC Car,74.92,First Class
Credit,8,5,10.05,6317.88,Delivered,1,1,Furniture,Nakuru,Kenya,Daniel,1127,Smith,Consumer,Nakuru State,500 Elm St,65872,10,Office Supplies,29.1927,-3.3086,Africa,Kano,Nigeria,1127,120.3,0.15,160.4,0.0147,5,681.7,681.7,10.05,West Africa,Kano Province,Complete,Filing Cabinet,160.4,Standard Class
Debit,1,2,8.22,4287.63,Shipped,0,7,Automotive,Bogotá,Colombia,Charles,1153,King,Consumer,Bogotá State,50 Oak St,67377,70,Auto Parts,68.8282,8.1833,LATAM,Córdoba,Argentina,1153,0.0,0.0,23.99,0.3427,1,23.99,23.99,8.22,Central America,Córdoba Province,On Hold,Car Phone Mount,23.99,First Class
Credit,3,3,-33.27,7189.81,On Hold,0,3,Apparel,Guangzhou,China,Jennifer,1516,Thomas,Home Office,Guangzhou State,996 Cedar St,36077,30,Fashion,14.991,50.9543,Pacific Asia,Adelaide,Australia,1516,186.45,0.2,186.45,-0.0446,5,745.8,745.8,-33.27,East Asia,Adelaide Province,Pending,Winter Coat,186.45,Second Class
Transfer,2,2,-157.53,7831.32,Delivered,0,2,Technology,Rome,Italy,Dorothy,1492,Williams,Consumer,Rome State,492 Cedar St,67065,20,Electronics,-48.5417,-80.5487,Europe,Palermo,Italy,1492,242.09,0.25,138.34,-0.2169,7,726.28,726.28,-157.53,Northern Europe,Palermo Province,Closed,Mechanical Keyboard,138.34,First Class
Credit,4,3,-2.5,1138.9,On Hold,0,4,Sporting Goods,Milan,Italy,Betty,1069,Thompson,Home Office,Milan State,286 Cedar St,80539,40,Sports,40.7034,-11.9429,Europe,Turin,Italy,1069,49.62,0.2,62.02,-0.0126,4,198.46,198.46,-2.5,Southern Europe,Turin Province,Complete,Bicycle Helmet,62.02,Second Class
Debit,3,3,134.03,564.58,Delivered,0,4,Sporting Goods,Alexandria,Egypt,Thomas,1003,Young,Corporate,Alexandria State,838 Main St,30926,40,Sports,30.7581,-54.3148,Africa,Nakuru,Kenya,1003,0.0,0.0,60.06,0.2789,8,480.48,480.48,134.03,West Africa,Nakuru Province,Complete,Bicycle Helmet,60.06,Second Class
Transfer,1,1,-53.46,7944.48,Shipped,0,4,Sporting Goods,Chengdu,China,Anthony,1419,Torres,Home Office,Chengdu State,751 Cedar St,39358,40,Sports,67.1264,57.7471,Pacific Asia,Sapporo,Japan,1419,89.93,0.3,37.47,-0.2548,8,209.83,209.83,-53.46,Oceania,Sapporo Province,Complete,Yoga Mat,37.47,Same Day
Transfer,6,2,-4.77,2494.05,Delivered,1,8,Books,Sydney,Australia,Jennifer,1450,Garcia,Home Office,Sydney State,556 Main St,92173,80,Media,-51.4887,57.9139,Pacific Asia,Sydney,Australia,1450,7.05,0.2,35.26,-0.169,1,28.21,28.21,-4.77,Oceania,Sydney Province,On Hold,Python Programming,35.26,First Class
Credit,3,3,-75.9,7615.89,Delivered,0,9,Toys & Games,Port Harcourt,Nigeria,Patricia,1499,Anderson,Consumer,Port Harcourt State,832 Cedar St,43776,90,Toys,53.8947,106.4701,Africa,Kisumu,Kenya,1499,133.0,0.25,66.5,-0.1902,8,399.0,399.0,-75.9,West Africa,Kisumu Province,Complete,LEGO City Set,66.5,Second Class
Transfer,5,1,6.31,1429.09,Delivered,1,4,Sporting Goods,Milan,Italy,Betty,1069,Thompson,Home Office,Milan State,286 Cedar St,80539,40,Sports,40.7034,-11.9429,Europe,Turin,Italy,1069,153.27,0.15,145.97,0.0073,7,868.52,868.52,6.31,Northern Europe,Turin Province,Complete,Fitness Tracker,145.97,Same Day
Credit,4,2,-163.32,5672.26,Shipped,1,1,Furniture,Fukuoka,Japan,Charles,1447,Martin,Home Office,Fukuoka State,853 Main St,25036,10,Office Supplies,26.962,-18.4731,Pacific Asia,Nagoya,Japan,1447,289.62,0.25,579.24,-0.188,2,868.86,868.86,-163.32,East Asia,Nagoya Province,Complete,Standing Desk,579.24,First Class
Credit,1,1,66.31,5152.41,Delivered,0,4,Sporting Goods,Accra,Ghana,Donald,1139,Johnson,Consumer,Accra State,171 Cedar St,16522,40,Sports,27.6159,-77.485,Africa,Mombasa,Kenya,1139,0.0,0.0,32.85,0.2884,7,229.95,229.95,66.31,South Africa,Mombasa Province,Complete,Yoga Mat,32.85,Same Day
Transfer,4,3,21.43,293.81,Shipped,0,3,Apparel,Tokyo,Japan,James,1709,Green,Consumer,Tokyo State,864 Cedar St,94498,30,Fashion,-16.3359,26.7596,Pacific Asia,Daejeon,South Korea,1709,59.57,0.15,99.29,0.0635,4,337.59,337.59,21.43,Oceania,Daejeon Province,Complete,Men's Jacket,99.29,Second Class
Credit,9,5,-47.71,2791.54,Processing,1,2,Technology,Frankfurt,Germany,James,1532,Garcia,Consumer,Frankfurt State,298 Pine St,26389,20,Electronics,32.9755,77.2164,Europe,Naples,Italy,1532,71.18,0.2,44.49,-0.1676,8,284.74,284.74,-47.71,Southern Europe,Naples Province,Closed,Wireless Mouse,44.49,Standard Class
Credit,2,2,106.11,481.72,Delivered,0,3,Apparel,Hyderabad,India,Linda,1113,Miller,Consumer,Hyderabad State,815 Cedar St,57953,30,Fashion,9.0108,140.5856,Pacific Asia,Fukuoka,Japan,1113,0.0,0.0,44.05,0.3011,8,352.4,352.4,106.11,South Asia,Fukuoka Province,Complete,Formal Shirt,44.05,First Class
Credit,1,1,15.18,2122.77,Processing,0,9,Toys & Games,Palermo,Italy,Lisa,1274,Miller,Corporate,Palermo State,119 Oak St,49932,90,Toys,-59.1202,-35.4647,Europe,Barcelona,Spain,1274,4.86,0.05,24.31,0.1644,4,92.38,92.38,15.18,Southern Europe,Barcelona Province,Complete,Puzzle 1000pc,24.31,Same Day
Transfer,6,5,-188.56,3902.05,Shipped,0,1,Furniture,Calgary,Canada,Betty,1393,Johnson,Home Office,Calgary State,735 Cedar St,34892,10,Office Supplies,-15.3883,72.5456,USCA,Phoenix,United States,1393,381.06,0.2,317.55,-0.1237,6,1524.24,1524.24,-188.56,North America,Phoenix Province,Complete,Office Chair Pro,317.55,Standard Class
Debit,2,2,178.04,3500.26,Delivered,0,5,Home & Kitchen,São Paulo,Brazil,David,1343,Adams,Home Office,São Paulo State,464 Oak St,22055,50,Home,57.6601,111.9811,LATAM,São Paulo,Brazil,1343,49.25,0.05,123.13,0.1903,8,935.79,935.79,178.04,Central America,São Paulo Province,Closed,Instant Pot,123.13,First Class
Transfer,3,1,68.11,1194.55,Shipped,1,2,Technology,Naples,Italy,Linda,1276,Jackson,Corporate,Naples State,308 Elm St,85481,20,Electronics,41.6567,-59.1987,Europe,Lyon,France,1276,0.0,0.0,49.21,0.1977,7,344.47,344.47,68.11,Western Europe,Lyon Province,Complete,Wireless Mouse,49.21,Same Day
Credit,9,5,12.58,2120.82,Delivered,1,5,Home & Kitchen,Chicago,United States,Linda,1041,Hill,Home Office,Chicago State,120 Elm St,15075,50,Home,51.6171,-94.3725,USCA,Toronto,Canada,1041,0.0,0.0,59.7,0.2107,1,59.7,59.7,12.58,North America,Toronto Province,On Hold,Knife Set,59.7,Standard Class
Transfer,4,3,156.66,2771.66,Processing,1,9,Toys & Games,Ottawa,Canada,Thomas,1140,White,Corporate,Ottawa State,230 Cedar St,24918,90,Toys,-15.1275,-132.2975,USCA,Ottawa,Canada,1140,0.0,0.0,66.29,0.2954,8,530.32,530.32,156.66,North America,Ottawa Province,Complete,LEGO City Set,66.29,Second Class
Transfer,6,5,53.05,7851.24,Processing,1,9,Toys & Games,Manchester,United Kingdom,Robert,1560,Young,Corporate,Manchester State,592 Oak St,20118,90,Toys,34.0655,99.5874,Europe,Munich,Germany,1560,0.0,0.0,54.88,0.2417,4,219.52,219.52,53.05,Southern Europe,Munich Province,Complete,LEGO City Set,54.88,Standard Class
Debit,2,3,-103.41,2566.99,Delivered,0,4,Sporting Goods,Seville,Spain,James,1657,Taylor,Corporate,Seville State,401 Pine St,79501,40,Sports,28.7739,-156.054,Europe,Turin,Italy,1657,244.53,0.25,97.81,-0.141,10,733.58,733.58,-103.41,Northern Europe,Turin Province,Complete,Running Shoes,97.81,Second Class
Debit,1,1,75.44,4284.75,Processing,0,3,Apparel,Glasgow,United Kingdom,Donald,1165,Thompson,Consumer,Glasgow State,860 Elm St,22021,30,Fashion,63.0337,-94.5071,Europe,Marseille,France,1165,105.43,0.15,100.41,0.1263,7,597.44,597.44,75.44,Northern Europe,Marseille Province,Complete,Men's Jacket,100.41,Same Day
Transfer,3,2,39.07,235.1,Delivered,0,7,Automotive,Cairo,Egypt,Karen,1053,Davis,Consumer,Cairo State,477 Oak St,70901,70,Auto Parts,26.7851,165.8834,Africa,Abuja,Nigeria,1053,135.41,0.15,90.27,0.0509,10,767.29,767.29,39.07,East Africa,Abuja Province,On Hold,Dash Cam HD,90.27,First Class
Debit,1,2,33.89,5127.4,Shipped,0,3,Apparel,Perth,Australia,Thomas,1251,Brown,Home Office,Perth State,490 Pine St,36624,30,Fashion,-11.8084,-29.2637,Pacific Asia,Hyderabad,India,1251,89.34,0.15,85.09,0.0669,7,506.29,506.29,33.89,Oceania,Hyderabad Province,Complete,Men's Jacket,85.09,First Class
Transfer,2,1,252.97,1324.51,Shipped,1,1,Furniture,Montreal,Canada,Sandra,1589,Harris,Consumer,Montreal State,447 Elm St,15482,10,Office Supplies,19.0309,110.2717,USCA,Toronto,Canada,1589,0.0,0.0,199.57,0.2535,5,997.85,997.85,252.97,North America,Toronto Province,Complete,Bookshelf Unit,199.57,Same Day
